	word	label	class
862	H.	2	CLIPPINGS
863	Hal	2	CLIPPINGS
864	hanky	2	CLIPPINGS
865	hard	2	CLIPPINGS
866	hash	2	CLIPPINGS
867	hetero	2	CLIPPINGS
868	hi-fi	2	CLIPPINGS
869	high-tech	2	CLIPPINGS
870	hippo	2	CLIPPINGS
871	hols	2	CLIPPINGS
872	homo	2	CLIPPINGS
873	Honkers	2	CLIPPINGS
874	HRN	2	CLIPPINGS
875	hubby	2	CLIPPINGS
876	hyper	2	CLIPPINGS
877	ID	2	CLIPPINGS
878	imposs	2	CLIPPINGS
879	inf	2	CLIPPINGS
880	info	2	CLIPPINGS
881	intercom	2	CLIPPINGS
882	intro	2	CLIPPINGS
883	ism	2	CLIPPINGS
884	J. Lo	2	CLIPPINGS
885	jams	2	CLIPPINGS
886	Jeez	2	CLIPPINGS
887	Jo'burg	2	CLIPPINGS
888	jollo	2	CLIPPINGS
889	journo	2	CLIPPINGS
890	Jpn	2	CLIPPINGS
891	jst	2	CLIPPINGS
892	jumbo	2	CLIPPINGS
893	juvie/-ey	2	CLIPPINGS
894	kid-vid	2	CLIPPINGS
895	klepto	2	CLIPPINGS
896	lab	2	CLIPPINGS
897	lat	2	CLIPPINGS
898	'lax	2	CLIPPINGS
899	lax	2	CLIPPINGS
900	leccer	2	CLIPPINGS
901	lecker	2	CLIPPINGS
902	lekker	2	CLIPPINGS
903	leet	2	CLIPPINGS
904	legit	2	CLIPPINGS
905	lesbo	2	CLIPPINGS
906	Lexie	2	CLIPPINGS
907	lib	2	CLIPPINGS
908	limo	2	CLIPPINGS
909	Lisa	2	CLIPPINGS
910	Liz	2	CLIPPINGS
911	Lizzy	2	CLIPPINGS
912	lit crit	2	CLIPPINGS
913	Lizzie/lizzie	2	CLIPPINGS
914	loco	2	CLIPPINGS
915	loid	2	CLIPPINGS
916	Lon	2	CLIPPINGS
917	loony/-ey	2	CLIPPINGS
918	lor	2	CLIPPINGS
919	Ltd	2	CLIPPINGS
920	Lum	2	CLIPPINGS
921	Lom	2	CLIPPINGS
922	lunch	2	CLIPPINGS
923	Lyn	2	CLIPPINGS
924	ma	2	CLIPPINGS
925	mac	2	CLIPPINGS
926	Mac	2	CLIPPINGS
927	mag	2	CLIPPINGS
928	maggie	2	CLIPPINGS
929	maggie/-y	2	CLIPPINGS
930	Mandy	2	CLIPPINGS
931	marvy	2	CLIPPINGS
932	mate	2	CLIPPINGS
933	maths	2	CLIPPINGS
934	matric	2	CLIPPINGS
935	maybs	2	CLIPPINGS
936	mayo	2	CLIPPINGS
937	Mel	2	CLIPPINGS
938	memo	2	CLIPPINGS
939	mend	2	CLIPPINGS
940	mensh	2	CLIPPINGS
941	meth	2	CLIPPINGS
942	Mex	2	CLIPPINGS
943	mgr.	2	CLIPPINGS
944	mia	2	CLIPPINGS
945	midcult	2	CLIPPINGS
946	Mike	2	CLIPPINGS
947	mike	2	CLIPPINGS
948	milko	2	CLIPPINGS
949	mimeo	2	CLIPPINGS
950	misper	2	CLIPPINGS
951	miss	2	CLIPPINGS
952	mizzy	2	CLIPPINGS
953	mob	2	CLIPPINGS
954	mobes	2	CLIPPINGS
955	mobile	2	CLIPPINGS
956	mocs	2	CLIPPINGS
957	mono	2	CLIPPINGS
958	Montie	2	CLIPPINGS
959	movie	2	CLIPPINGS
960	mozzie	2	CLIPPINGS
961	msg	2	CLIPPINGS
962	mum	2	CLIPPINGS
963	mush	2	CLIPPINGS
964	muso	2	CLIPPINGS
965	Musso	2	CLIPPINGS
966	Nam	2	CLIPPINGS
967	nana	2	CLIPPINGS
968	narc	2	CLIPPINGS
969	nark	2	CLIPPINGS
970	Nasho	2	CLIPPINGS
971	natch	2	CLIPPINGS
972	natural	2	CLIPPINGS
973	'neath	2	CLIPPINGS
974	neg	2	CLIPPINGS
975	Net	2	CLIPPINGS
976	Netty	2	CLIPPINGS
977	niff	2	CLIPPINGS
978	nig	2	CLIPPINGS
979	nightie	2	CLIPPINGS
980	nr.	2	CLIPPINGS
981	nuff	2	CLIPPINGS
982	o'er	2	CLIPPINGS
983	offie	2	CLIPPINGS
984	op art	2	CLIPPINGS
985	op	2	CLIPPINGS
986	op-ed	2	CLIPPINGS
987	oppo	2	CLIPPINGS
988	org-man	2	CLIPPINGS
989	p.	2	CLIPPINGS
990	pants	2	CLIPPINGS
991	pash	2	CLIPPINGS
992	Pat	2	CLIPPINGS
993	Patty	2	CLIPPINGS
994	patsy	2	CLIPPINGS
995	pecs	2	CLIPPINGS
996	peeps	2	CLIPPINGS
997	pen	2	CLIPPINGS
998	perm	2	CLIPPINGS
999	perv	2	CLIPPINGS
1000	perve	2	CLIPPINGS
1001	phenom	2	CLIPPINGS
1002	Philly	2	CLIPPINGS
1003	phone	2	CLIPPINGS
1004	photo	2	CLIPPINGS
1005	photog	2	CLIPPINGS
1006	physio	2	CLIPPINGS
1007	piano	2	CLIPPINGS
1008	pic	2	CLIPPINGS
1009	pix	2	CLIPPINGS
1010	pike	2	CLIPPINGS
1011	plane	2	CLIPPINGS
1012	pls	2	CLIPPINGS
1013	ply	2	CLIPPINGS
1014	poke	2	CLIPPINGS
1015	pokies	2	CLIPPINGS
1016	pol	2	CLIPPINGS
1017	pollie	2	CLIPPINGS
1018	polio	2	CLIPPINGS
1019	polly	2	CLIPPINGS
1020	Polly	2	CLIPPINGS
1021	pop	2	CLIPPINGS
1022	porn	2	CLIPPINGS
1023	pornie	2	CLIPPINGS
1024	possum	2	CLIPPINGS
1025	postie	2	CLIPPINGS
1026	ppl	2	CLIPPINGS
1027	pram	2	CLIPPINGS
1028	p'raps	2	CLIPPINGS
1029	preemie	2	CLIPPINGS
1030	prefab	2	CLIPPINGS
1031	preg	2	CLIPPINGS
1032	preggers	2	CLIPPINGS
1033	preggo	2	CLIPPINGS
1034	pre-nup	2	CLIPPINGS
1035	prep	2	CLIPPINGS
1036	prepreg	2	CLIPPINGS
1037	pres	2	CLIPPINGS
1038	primaries	2	CLIPPINGS
1039	pro	2	CLIPPINGS
1040	pro-am	2	CLIPPINGS
1041	probs	2	CLIPPINGS
1042	proctor	2	CLIPPINGS
1043	prof	2	CLIPPINGS
1044	prog	2	CLIPPINGS
1045	promo	2	CLIPPINGS
1046	pros	2	CLIPPINGS
1047	pross	2	CLIPPINGS
1048	Prot	2	CLIPPINGS
1049	psych	2	CLIPPINGS
1050	psycho	2	CLIPPINGS
1051	pub	2	CLIPPINGS
1052	pulmotor	2	CLIPPINGS
1053	quake	2	CLIPPINGS
1054	quasar	2	CLIPPINGS
1055	quiz	2	CLIPPINGS
1056	rad	2	CLIPPINGS
1057	Rasta	2	CLIPPINGS
1058	ref	2	CLIPPINGS
1059	reffo	2	CLIPPINGS
1060	rego	2	CLIPPINGS
1061	rehab	2	CLIPPINGS
1062	rellies	2	CLIPPINGS
1063	rents	2	CLIPPINGS
1064	rgds	2	CLIPPINGS
1065	rhino	2	CLIPPINGS
1066	Rick	2	CLIPPINGS
1067	Richie	2	CLIPPINGS
1068	roach	2	CLIPPINGS
1069	Robbie	2	CLIPPINGS
1070	robbo	2	CLIPPINGS
1071	rom com	2	CLIPPINGS
1072	Ron	2	CLIPPINGS
1073	rugger	2	CLIPPINGS
1074	Sainters	2	CLIPPINGS
1075	Sal	2	CLIPPINGS
1076	Salvo	2	CLIPPINGS
1077	sammo	2	CLIPPINGS
1078	Sandy	2	CLIPPINGS
1079	sarge	2	CLIPPINGS
1080	sausie	2	CLIPPINGS
1081	sax	2	CLIPPINGS
1082	sci-fi	2	CLIPPINGS
1083	Scouse	2	CLIPPINGS
1084	script	2	CLIPPINGS
1085	sec	2	CLIPPINGS
1086	secko	2	CLIPPINGS
1087	secy	2	CLIPPINGS
1088	servo	2	CLIPPINGS
1089	shake	2	CLIPPINGS
1090	sheen	2	CLIPPINGS
1091	Sherry	2	CLIPPINGS
1092	shoppie/-y	2	CLIPPINGS
1093	showbiz	2	CLIPPINGS
1094	shrink	2	CLIPPINGS
1095	siggy	2	CLIPPINGS
1096	sim	2	CLIPPINGS
1097	sis	2	CLIPPINGS
1098	sissy	2	CLIPPINGS
1099	sitcom	2	CLIPPINGS
1100	skin	2	CLIPPINGS
1101	slomo	2	CLIPPINGS
1102	slo-mo	2	CLIPPINGS
1103	smoko	2	CLIPPINGS
1104	soccer	2	CLIPPINGS
1105	socker	2	CLIPPINGS
1106	spag bol	2	CLIPPINGS
1107	spaz	2	CLIPPINGS
1108	spec	2	CLIPPINGS
1109	specs	2	CLIPPINGS
1110	spite	2	CLIPPINGS
1111	spk	2	CLIPPINGS
1112	sport	2	CLIPPINGS
1113	spy	2	CLIPPINGS
1114	sry	2	CLIPPINGS
1115	starkers	2	CLIPPINGS
1116	starko	2	CLIPPINGS
1117	stereo	2	CLIPPINGS
1118	still	2	CLIPPINGS
1119	story	2	CLIPPINGS
1120	strange	2	CLIPPINGS
1121	stude	2	CLIPPINGS
1122	stupe	2	CLIPPINGS
1123	sub	2	CLIPPINGS
1124	Sue	2	CLIPPINGS
1125	sum	2	CLIPPINGS
1126	sunnies	2	CLIPPINGS
1127	surfie	2	CLIPPINGS
1128	swimmers	2	CLIPPINGS
1129	Sydders	2	CLIPPINGS
1130	sysop	2	CLIPPINGS
1131	tab	2	CLIPPINGS
1132	tab show	2	CLIPPINGS
1133	tache	2	CLIPPINGS
1134	talc	2	CLIPPINGS
1135	tard	2	CLIPPINGS
1136	tato	2	CLIPPINGS
1137	tatie	2	CLIPPINGS
1138	tattie	2	CLIPPINGS
1139	taxi	2	CLIPPINGS
1140	taxicab	2	CLIPPINGS
1141	TB	2	CLIPPINGS
1142	tb	2	CLIPPINGS
1143	teach	2	CLIPPINGS
1144	tec	2	CLIPPINGS
1145	tech	2	CLIPPINGS
1146	teen	2	CLIPPINGS
1147	tele	2	CLIPPINGS
1148	telly	2	CLIPPINGS
1149	tempo	2	CLIPPINGS
1150	tend	2	CLIPPINGS
1151	tick	2	CLIPPINGS
1152	Tilda	2	CLIPPINGS
1153	Tish	2	CLIPPINGS
1154	Tom	2	CLIPPINGS
1155	Toria	2	CLIPPINGS
1156	trad	2	CLIPPINGS
1157	trank	2	CLIPPINGS
1158	Trish	2	CLIPPINGS
1159	Trix	2	CLIPPINGS
1160	tu	2	CLIPPINGS
1161	tude	2	CLIPPINGS
1162	turps	2	CLIPPINGS
1163	TV	2	CLIPPINGS
1164	'tween	2	CLIPPINGS
1165	typo	2	CLIPPINGS
1166	U	2	CLIPPINGS
1167	uni	2	CLIPPINGS
1168	U-ey	2	CLIPPINGS
1169	Underground	2	CLIPPINGS
1170	undies	2	CLIPPINGS
1171	vag	2	CLIPPINGS
1172	vamp	2	CLIPPINGS
1173	van	2	CLIPPINGS
1174	varsity	2	CLIPPINGS
1175	vator	2	CLIPPINGS
1176	Vee	2	CLIPPINGS
1177	veg	2	CLIPPINGS
1178	veggie	2	CLIPPINGS
1179	vent	2	CLIPPINGS
1180	venture	2	CLIPPINGS
1181	Ves	2	CLIPPINGS
1182	vet	2	CLIPPINGS
1183	vibes	2	CLIPPINGS
1184	Vicky	2	CLIPPINGS
1185	vry	2	CLIPPINGS
1186	vs.	2	CLIPPINGS
1187	whatevs	2	CLIPPINGS
1188	wi-fi	2	CLIPPINGS
1189	wig	2	CLIPPINGS
1190	wino	2	CLIPPINGS
1191	wk	2	CLIPPINGS
1192	Woolies	2	CLIPPINGS
1193	Wordy	2	CLIPPINGS
1194	Xan	2	CLIPPINGS
1195	Yard	2	CLIPPINGS
1196	za	2	CLIPPINGS
1197	zep	2	CLIPPINGS
1198	zine	2	CLIPPINGS
1199	'zing	2	CLIPPINGS
1200	zoo	2	CLIPPINGS
1201	Andy Wandy	3	REDUPLICATIVES
1202	arf-arf	3	REDUPLICATIVES
1203	argle-bargle	3	REDUPLICATIVES
1204	argy-bargy	3	REDUPLICATIVES
1205	Arsey Darcy	3	REDUPLICATIVES
1206	arsy-versy	3	REDUPLICATIVES
1207	artsy-craftsy	3	REDUPLICATIVES
1208	artsy-fartsy	3	REDUPLICATIVES
1209	arty-farty	3	REDUPLICATIVES
1211	baa-baa	3	REDUPLICATIVES
1212	Bearum Scarum	3	REDUPLICATIVES
1213	beddy-bye	3	REDUPLICATIVES
1214	beri-beri	3	REDUPLICATIVES
1215	bibbity-bob	3	REDUPLICATIVES
1217	bibble-babble	3	REDUPLICATIVES
1218	blib	3	REDUPLICATIVES
1219	bim-bom	3	REDUPLICATIVES
1220	bitsy-witsy	3	REDUPLICATIVES
1221	blah-blah	3	REDUPLICATIVES
1222	Bling Blang	3	REDUPLICATIVES
1223	bling bling	3	REDUPLICATIVES
1224	blish-blash	3	REDUPLICATIVES
1225	boo-boo	3	REDUPLICATIVES
1226	boogie-woogie	3	REDUPLICATIVES
1227	bow-wow	3	REDUPLICATIVES
1228	brittle-brattle	3	REDUPLICATIVES
1229	Bubble Bobble	3	REDUPLICATIVES
1230	buddy-buddy	3	REDUPLICATIVES
1231	bum-bum	3	REDUPLICATIVES
1232	bumpety-bump	3	REDUPLICATIVES
1233	bye-bye	3	REDUPLICATIVES
1234	bye-byes	3	REDUPLICATIVES
1235	ca-ca	3	REDUPLICATIVES
1236	cakey-wakey	3	REDUPLICATIVES
1237	cawdey-mawdey	3	REDUPLICATIVES
1238	cha-cha	3	REDUPLICATIVES
1239	Charlie-parlie	3	REDUPLICATIVES
1240	cherry-churry	3	REDUPLICATIVES
1241	Chick'n Quick	3	REDUPLICATIVES
1242	chick-flick	3	REDUPLICATIVES
1243	chip-chop	3	REDUPLICATIVES
1244	chit-chat	3	REDUPLICATIVES
1245	chitchat	3	REDUPLICATIVES
1246	chitterchatter	3	REDUPLICATIVES
1247	choo-choo	3	REDUPLICATIVES
1248	chop-chop	3	REDUPLICATIVES
1249	chow-chow	3	REDUPLICATIVES
1250	chuff-chuff	3	REDUPLICATIVES
1251	chug-chug	3	REDUPLICATIVES
1252	chug-drug	3	REDUPLICATIVES
1253	clang-clang	3	REDUPLICATIVES
1254	clankety-clank	3	REDUPLICATIVES
1255	clap-trap	3	REDUPLICATIVES
1256	click-clack	3	REDUPLICATIVES
1257	click-click	3	REDUPLICATIVES
1258	clickety-clack	3	REDUPLICATIVES
1259	clickety-click	3	REDUPLICATIVES
1260	clinkety-clank	3	REDUPLICATIVES
1261	clip-clop	3	REDUPLICATIVES
1262	clippety-clop	3	REDUPLICATIVES
1263	clitter-clatter	3	REDUPLICATIVES
1264	clop-clop	3	REDUPLICATIVES
1265	cloppety-clop	3	REDUPLICATIVES
1266	CoCo	3	REDUPLICATIVES
1267	couscous	3	REDUPLICATIVES
1268	creepy-crawly	3	REDUPLICATIVES
1269	Crick Crock	3	REDUPLICATIVES
1270	crick-crack	3	REDUPLICATIVES
1271	Criss Cross	3	REDUPLICATIVES
1272	criss-cross	3	REDUPLICATIVES
1273	culture vulture	3	REDUPLICATIVES
1274	curly-wurly	3	REDUPLICATIVES
1275	curmur	3	REDUPLICATIVES
1276	cushle-mushle	3	REDUPLICATIVES
1277	diary-wiary	3	REDUPLICATIVES
1278	diddle-daddle	3	REDUPLICATIVES
1279	diddle-diddle	3	REDUPLICATIVES
1280	diffy-wiffy	3	REDUPLICATIVES
1281	dilly-dally	3	REDUPLICATIVES
1282	dimber-damber	3	REDUPLICATIVES
1283	din-din	3	REDUPLICATIVES
1284	dingdong	3	REDUPLICATIVES
1285	ding-dong	3	REDUPLICATIVES
1286	dingle-dangle	3	REDUPLICATIVES
1287	dingly dangly	3	REDUPLICATIVES
1288	doo-doo	3	REDUPLICATIVES
1289	drizzle-drazzle	3	REDUPLICATIVES
1290	Ducky Lucky	3	REDUPLICATIVES
1291	dum-dum	3	REDUPLICATIVES
1292	easy-peasy	3	REDUPLICATIVES
1293	eensy-weensy	3	REDUPLICATIVES
1294	even Steven	3	REDUPLICATIVES
1295	even Stephen	3	REDUPLICATIVES
1296	feery-fary	3	REDUPLICATIVES
1297	fender-bender	3	REDUPLICATIVES
1298	fiddle-faddle	3	REDUPLICATIVES
1299	fifty-fifty	3	REDUPLICATIVES
1300	flicflac	3	REDUPLICATIVES
1301	flim-flam	3	REDUPLICATIVES
1302	flip-flap	3	REDUPLICATIVES
1303	flip-flop	3	REDUPLICATIVES
1304	flippy floppy	3	REDUPLICATIVES
1305	flubdub	3	REDUPLICATIVES
1306	footie-footie	3	REDUPLICATIVES
1307	footy-footy	3	REDUPLICATIVES
1308	Foxy Loxy	3	REDUPLICATIVES
1309	frou-frou	3	REDUPLICATIVES
1310	fuddy-duddy	3	REDUPLICATIVES
1311	funny bunny	3	REDUPLICATIVES
1312	fuzzy-wuzzy	3	REDUPLICATIVES
1313	fwuffy wuffy	3	REDUPLICATIVES
1314	gaga	3	REDUPLICATIVES
1315	gale-gale	3	REDUPLICATIVES
1316	gender-bender	3	REDUPLICATIVES
1317	Georgy-Porgy	3	REDUPLICATIVES
1318	gew-gaw	3	REDUPLICATIVES
1319	gibbie-gabbie	3	REDUPLICATIVES
1320	gibble-gabble	3	REDUPLICATIVES
1321	giggle-gaggle	3	REDUPLICATIVES
1322	girly-girly	3	REDUPLICATIVES
1323	glut-glut	3	REDUPLICATIVES
1324	gobble-gobble	3	REDUPLICATIVES
1325	gogo	3	REDUPLICATIVES
1326	go-go	3	REDUPLICATIVES
1327	goody-goody	3	REDUPLICATIVES
1328	goo-goo	3	REDUPLICATIVES
1329	Goosey Loosey	3	REDUPLICATIVES
1330	growly-wowly	3	REDUPLICATIVES
1331	Haahoos	3	REDUPLICATIVES
1332	ha-ha	3	REDUPLICATIVES
1333	hah hah	3	REDUPLICATIVES
1334	handy-dandy	3	REDUPLICATIVES
1335	hanky-panky	3	REDUPLICATIVES
1336	Happy Hippo	3	REDUPLICATIVES
1337	harum-scarum	3	REDUPLICATIVES
1338	heebie-jeebie	3	REDUPLICATIVES
1339	hee-haw	3	REDUPLICATIVES
1340	helter-skelter	3	REDUPLICATIVES
1341	Henny Penny	3	REDUPLICATIVES
1342	higgledy-piggledy	3	REDUPLICATIVES
1343	hip-hop	3	REDUPLICATIVES
1344	hiphop	3	REDUPLICATIVES
1345	hip hop	3	REDUPLICATIVES
1346	hish-hish	3	REDUPLICATIVES
1347	hobnob	3	REDUPLICATIVES
1348	hocus-pocus	3	REDUPLICATIVES
1349	hokey-pokey	3	REDUPLICATIVES
1350	hodgepodge	3	REDUPLICATIVES
1351	hodge-podge	3	REDUPLICATIVES
1352	ho-ho	3	REDUPLICATIVES
1353	hoity-toity	3	REDUPLICATIVES
1354	holus-bolus	3	REDUPLICATIVES
1355	holy moly	3	REDUPLICATIVES
1356	honk-honk	3	REDUPLICATIVES
1357	hoo-ha	3	REDUPLICATIVES
1358	hoo-hoo	3	REDUPLICATIVES
1359	hotchpotch	3	REDUPLICATIVES
1360	hotsy-totsy	3	REDUPLICATIVES
1361	howk-chowk	3	REDUPLICATIVES
1362	hub-a-dub	3	REDUPLICATIVES
1363	hubble-bubble	3	REDUPLICATIVES
1364	hub-bub	3	REDUPLICATIVES
1365	hugger-mugger	3	REDUPLICATIVES
1366	hula-hula	3	REDUPLICATIVES
1367	humdrum	3	REDUPLICATIVES
1368	hummel-bummel	3	REDUPLICATIVES
1369	Humpty-Dumpty	3	REDUPLICATIVES
1370	hunkum-bunkum	3	REDUPLICATIVES
1371	hurly-burly	3	REDUPLICATIVES
1372	Hurlyburly	3	REDUPLICATIVES
1373	huzz-buzz	3	REDUPLICATIVES
1374	ickle-ockle	3	REDUPLICATIVES
1375	Igglepiggle	3	REDUPLICATIVES
1376	itsy-bitsy	3	REDUPLICATIVES
1377	itty-bitty	3	REDUPLICATIVES
1378	jim-jams	3	REDUPLICATIVES
1379	JoJo	3	REDUPLICATIVES
1380	jug-jug	3	REDUPLICATIVES
1381	ju-ju	3	REDUPLICATIVES
1382	kickie-whickie	3	REDUPLICATIVES
1383	killer-diller	3	REDUPLICATIVES
1385	kissy-kissy	3	REDUPLICATIVES
1386	kit-cat	3	REDUPLICATIVES
1387	knick-knack	3	REDUPLICATIVES
1388	knock-knock	3	REDUPLICATIVES
1389	Laa-Laa	3	REDUPLICATIVES
1390	Laffy Taffy	3	REDUPLICATIVES
1391	liglag	3	REDUPLICATIVES
1392	limo-limo	3	REDUPLICATIVES
1393	lipslip	3	REDUPLICATIVES
1394	Liz-Wiz	3	REDUPLICATIVES
1395	Lizzy-Wizzy	3	REDUPLICATIVES
1396	loco-foco	3	REDUPLICATIVES
1397	Lodgie-Podgie	3	REDUPLICATIVES
1398	lovey-dovey	3	REDUPLICATIVES
1399	mack-lack	3	REDUPLICATIVES
1400	Makka Pakka	3	REDUPLICATIVES
1401	mama	3	REDUPLICATIVES
1402	mayday	3	REDUPLICATIVES
1403	meow-meow	3	REDUPLICATIVES
1404	Milly Molly Mandy	3	REDUPLICATIVES
1405	mingle-mangle	3	REDUPLICATIVES
1406	mish-mash	3	REDUPLICATIVES
1407	mumble-jumble	3	REDUPLICATIVES
1408	mumbo-jumbo	3	REDUPLICATIVES
1409	munge-munge	3	REDUPLICATIVES
1410	my-my	3	REDUPLICATIVES
1411	namby-pamby	3	REDUPLICATIVES
1412	never-never	3	REDUPLICATIVES
1413	nick-nack	3	REDUPLICATIVES
1414	night-night	3	REDUPLICATIVES
1415	nig-nog	3	REDUPLICATIVES
1416	niminy-piminy	3	REDUPLICATIVES
1417	Ninky Nonk	3	REDUPLICATIVES
1418	nitty-gritty	3	REDUPLICATIVES
1419	nitwit	3	REDUPLICATIVES
1420	nit-wit	3	REDUPLICATIVES
1421	nonny-nonny	3	REDUPLICATIVES
1422	no-no	3	REDUPLICATIVES
1423	Noo-Noo	3	REDUPLICATIVES
1424	oink-oink	3	REDUPLICATIVES
1425	okey-dokey	3	REDUPLICATIVES
1426	okily dokily	3	REDUPLICATIVES
1427	okledokle	3	REDUPLICATIVES
1428	Oogie Boogie	3	REDUPLICATIVES
1429	owlie-wowlie	3	REDUPLICATIVES
1430	palsy-walsy	3	REDUPLICATIVES
1431	papa	3	REDUPLICATIVES
1432	patter-patter	3	REDUPLICATIVES
1433	pattle-pattle	3	REDUPLICATIVES
1434	pech-pech	3	REDUPLICATIVES
1435	pee-pee	3	REDUPLICATIVES
1436	peepie-creepie	3	REDUPLICATIVES
1437	peewee	3	REDUPLICATIVES
1438	pid-pad	3	REDUPLICATIVES
1439	ping pong	3	REDUPLICATIVES
1440	ping-pong	3	REDUPLICATIVES
1441	pinkie-winkie	3	REDUPLICATIVES
1442	pinkle-pankle	3	REDUPLICATIVES
1443	pink-twink	3	REDUPLICATIVES
1444	Pinky Ponk	3	REDUPLICATIVES
1445	pip-pip	3	REDUPLICATIVES
1446	pipple-papple	3	REDUPLICATIVES
1447	plit-plat	3	REDUPLICATIVES
1448	plotty-plotty	3	REDUPLICATIVES
1449	pokemoke	3	REDUPLICATIVES
1450	pom-pom	3	REDUPLICATIVES
1451	pooh-pooh	3	REDUPLICATIVES
1452	poo-poo	3	REDUPLICATIVES
1453	pooly-wooly	3	REDUPLICATIVES
1454	pop-pop	3	REDUPLICATIVES
1455	popsy-wopsy	3	REDUPLICATIVES
1456	pow-wow	3	REDUPLICATIVES
1457	pretty-pretty	3	REDUPLICATIVES
1458	prid-prad	3	REDUPLICATIVES
1459	puzzled-wazzled	3	REDUPLICATIVES
1460	quack-quack	3	REDUPLICATIVES
1461	rah-rah	3	REDUPLICATIVES
1462	ram-jam	3	REDUPLICATIVES
1463	ramp-ramp	3	REDUPLICATIVES
1464	ran-dan	3	REDUPLICATIVES
1465	razzle-dazzle	3	REDUPLICATIVES
1466	Reese's Pieces	3	REDUPLICATIVES
1467	rickety-rackety	3	REDUPLICATIVES
1468	rickrack	3	REDUPLICATIVES
1469	riff-raff	3	REDUPLICATIVES
1470	riprap	3	REDUPLICATIVES
1471	roly-poly	3	REDUPLICATIVES
1472	row-dow	3	REDUPLICATIVES
1473	rub-a-dub	3	REDUPLICATIVES
1474	rumble-tumble	3	REDUPLICATIVES
1475	rumpy-pumpy	3	REDUPLICATIVES
1476	seabee	3	REDUPLICATIVES
1477	see-saw	3	REDUPLICATIVES
1478	shiffle-shuffle	3	REDUPLICATIVES
1479	shilly-shally	3	REDUPLICATIVES
1480	shittity brickitty	3	REDUPLICATIVES
1481	silly-billy	3	REDUPLICATIVES
1482	sing-sing	3	REDUPLICATIVES
1483	skimble-skamble	3	REDUPLICATIVES
1484	slang-whang	3	REDUPLICATIVES
1485	slipslop	3	REDUPLICATIVES
1486	smick-smack	3	REDUPLICATIVES
1487	snip-snap	3	REDUPLICATIVES
1488	snip-snip	3	REDUPLICATIVES
1489	snuggly-wuggly	3	REDUPLICATIVES
1490	so-so	3	REDUPLICATIVES
1491	splish-splash	3	REDUPLICATIVES
1492	stinky pinky	3	REDUPLICATIVES
1493	strim-stram	3	REDUPLICATIVES
1494	strim-strum	3	REDUPLICATIVES
1495	super-duper	3	REDUPLICATIVES
1496	swing-swang	3	REDUPLICATIVES
1497	tabby-wabby	3	REDUPLICATIVES
1498	tagrag	3	REDUPLICATIVES
1499	tam-tam	3	REDUPLICATIVES
1500	tan-tan	3	REDUPLICATIVES
1501	ta-ta	3	REDUPLICATIVES
1502	teensy-weensy	3	REDUPLICATIVES
1503	teeny-tiny	3	REDUPLICATIVES
1504	teeny-weeny	3	REDUPLICATIVES
1505	teensy-weensy	3	REDUPLICATIVES
1506	terry-rerry	3	REDUPLICATIVES
1507	tick-tack	3	REDUPLICATIVES
1508	tick-tock	3	REDUPLICATIVES
1509	tick-tack-toe	3	REDUPLICATIVES
1510	tick-tick	3	REDUPLICATIVES
1511	ticky-tacky	3	REDUPLICATIVES
1512	Tic tac	3	REDUPLICATIVES
1513	ting-a-ling	3	REDUPLICATIVES
1514	ting-ting	3	REDUPLICATIVES
1515	Tinky-Winky	3	REDUPLICATIVES
1516	tiny-winy	3	REDUPLICATIVES
1517	tip-top	3	REDUPLICATIVES
1518	tittle-tattle	3	REDUPLICATIVES
1519	titty-totty	3	REDUPLICATIVES
1520	tom-tom	3	REDUPLICATIVES
1521	toodle-loodle	3	REDUPLICATIVES
1522	too-too	3	REDUPLICATIVES
1523	too-whoo	3	REDUPLICATIVES
1524	tra-ra	3	REDUPLICATIVES
1525	trick-track	3	REDUPLICATIVES
1526	trill-ill	3	REDUPLICATIVES
1527	trit-trot	3	REDUPLICATIVES
1528	tuff-tuff	3	REDUPLICATIVES
1529	tug-slug	3	REDUPLICATIVES
1530	tum-tum	3	REDUPLICATIVES
1531	Turkey Lurkey	3	REDUPLICATIVES
1532	tussie-mussie	3	REDUPLICATIVES
1533	tut-tut	3	REDUPLICATIVES
1534	tweet-tweet	3	REDUPLICATIVES
1535	twenty-twenty	3	REDUPLICATIVES
1536	twiddle-twaddle	3	REDUPLICATIVES
1537	twing	3	REDUPLICATIVES
1538	twisty-wisty	3	REDUPLICATIVES
1539	twittle-twattle	3	REDUPLICATIVES
1540	twit-twat	3	REDUPLICATIVES
1541	walkie-talkie	3	REDUPLICATIVES
1542	wa-wa	3	REDUPLICATIVES
1543	weet-weet	3	REDUPLICATIVES
1544	wee-wee	3	REDUPLICATIVES
1545	wey-hey	3	REDUPLICATIVES
1546	whim-wham	3	REDUPLICATIVES
1547	whittie-whattie	3	REDUPLICATIVES
1548	wibble-wobble	3	REDUPLICATIVES
1549	wigwag	3	REDUPLICATIVES
1550	willy-nilly	3	REDUPLICATIVES
1551	win-win	3	REDUPLICATIVES
1552	wish-wash	3	REDUPLICATIVES
1553	wishy-washy	3	REDUPLICATIVES
1554	wonga-wonga	3	REDUPLICATIVES
1555	woofle-woofle	3	REDUPLICATIVES
1556	woo-woo	3	REDUPLICATIVES
1557	yaw-haw	3	REDUPLICATIVES
1558	yé-yé	3	REDUPLICATIVES
